Ai	Aj	Bi	Bj	length	distance	complex	cov	mfe	comp	p-value	shapeA	shapeB	length_ex	mfe_ex	comp_ex	p-value_ex	Aseg	Bseg	Aseg_i	Aseg_j	Bseg_i	Bseg_j
6589	6594	13124	13129	6	6530	0.84	10	-12.75	0.21	0.01840872796217108	-100	-100	11	-16.93	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1667	1672	592	597
6589	6594	14504	14509	6	7910	0.84	10	-11.32	0.23	0.020332310034064216	-100	-100	10	-13.14	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1667	1672	825	830
6589	6595	14164	14170	7	7569	0.81	10	-12.09	0.24	0.014278446357511743	-100	-100	12	-11.32	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1667	1673	485	491
6590	6594	9799	9803	5	3205	0.85	10	-10.97	0.25	0.036077262908351115	-100	-100	9	-11.56	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1668	1672	574	578
6590	6594	12888	12892	5	6294	0.72	10	-10.27	0.25	0.04629169295884039	-100	-100	10	-14.61	0.24	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1668	1672	356	360
6607	6612	13271	13276	6	6659	0.76	10	-13.4	0.19	0.02103885800018601	-100	-100	18	-17.5	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1685	1690	739	744
6607	6615	12987	12995	9	6372	0.71	10	-17.47	0.25	0.034054100450438995	-100	-100	14	-22.71	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1685	1693	455	463
6609	6613	12331	12335	5	5718	0.72	10	-10.47	0.18	0.03983212466314201	-100	-100	9	-11.84	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP6	1687	1691	1421	1425
6620	6626	13429	13435	7	6803	0.69	10	-14.76	0.18	0.04771263239965329	-100	-100	15	-19.99	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1698	1704	897	903
6621	6630	12937	12946	10	6307	0.76	10	-19.25	0.21	0.02212263325009589	-100	-100	17	-24.27	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1699	1708	405	414
6622	6627	10426	10431	6	3799	0.73	10	-14.41	0.22	0.04884507125322868	-100	-100	16	-20.17	0.24	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1700	1705	1201	1206
6625	6629	12885	12889	5	6256	0.72	10	-10.05	0.19	0.037224147473144065	-100	-100	15	-19.57	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1703	1707	353	357
6625	6631	10378	10384	7	3747	0.79	10	-12.45	0.2	0.01691976657623362	-100	-100	14	-17.37	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1703	1709	1153	1159
6625	6631	12831	12837	7	6200	0.82	10	-10.21	0.21	0.018945913992640007	-100	-100	13	-13.58	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1703	1709	299	305
6628	6634	10314	10320	7	3680	0.76	10	-11.56	0.28	0.028913023423708606	-100	-100	19	-24.4	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1706	1712	1089	1095
6628	6634	13478	13484	7	6844	0.83	10	-11.88	0.2	0.019153256939679175	-100	-100	16	-16.79	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1706	1712	946	952
6628	6634	14164	14170	7	7530	0.79	10	-11.18	0.25	0.037465305529536086	-100	-100	17	-19.88	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1706	1712	485	491
6629	6636	12960	12967	8	6324	0.76	10	-11.14	0.23	0.0327489753076885	-100	-100	16	-17.22	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1707	1714	428	435
6630	6637	12653	12660	8	6016	0.76	10	-11.57	0.2	0.033595726202766074	-100	-100	15	-13.7	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1708	1715	121	128
6634	6644	12944	12954	11	6300	0.91	10	-18.31	0.19	0.012242474983805152	-100	-100	26	-41.86	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1712	1722	412	422
6638	6644	13038	13044	7	6394	0.89	10	-10.19	0.21	0.03368049791903216	-100	-100	16	-23.24	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1716	1722	506	512
6641	6646	12588	12593	6	5942	0.82	10	-11.16	0.19	0.014129733454060323	-100	-100	14	-13.81	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1719	1724	56	61
6670	6679	14524	14533	10	7845	0.71	10	-13.5	0.2	0.026068555964257056	-100	-100	18	-13.53	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1748	1757	845	854
6673	6679	13794	13800	7	7115	0.6	10	-15.09	0.21	0.024456200845063725	-100	-100	13	-15.74	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1751	1757	115	121
6683	6692	10726	10735	10	4034	0.76	10	-11.65	0.2	0.04248442261800378	-100	-100	16	-15.68	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1761	1770	1501	1510
6684	6692	14524	14532	9	7832	0.84	10	-13.36	0.22	0.0311056570944801	-100	-100	17	-15.81	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1762	1770	845	853
6687	6693	12943	12949	7	6250	0.93	10	-12.91	0.2	0.024421054251090202	-100	-100	14	-19.23	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1765	1771	411	417
6689	6693	13949	13953	5	7256	0.86	9	-10.65	0.23	0.03609388488364795	-100	-100	13	-13.5	0.25	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1767	1771	270	274
6689	6693	14285	14289	5	7592	0.91	10	-10.44	0.23	0.03770093853512879	-100	-100	13	-11.02	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1767	1771	606	610
6693	6698	13301	13306	6	6603	0.82	10	-13.54	0.23	0.03530013013050781	-100	-100	16	-24.2	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1771	1776	769	774
6694	6699	10548	10553	6	3849	0.81	10	-14.76	0.23	0.043123926182785044	-100	-100	13	-16.64	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1772	1777	1323	1328
6694	6701	13842	13849	8	7141	0.81	10	-17.77	0.28	0.023790929859139553	-100	-100	19	-29.95	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1772	1779	163	170
6695	6700	13185	13190	6	6485	0.77	10	-11.8	0.23	0.033557866282078574	-100	-100	13	-16.94	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1773	1778	653	658
6699	6705	13441	13447	7	6736	0.77	10	-11.24	0.2	0.04853332575798486	-100	-100	15	-20.35	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1777	1783	909	915
6699	6705	14162	14168	7	7457	0.77	10	-11.5	0.22	0.04759797627308282	-100	-100	14	-15.8	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1777	1783	483	489
6702	6709	14414	14421	8	7705	0.79	10	-12.93	0.18	0.005492043144698755	-100	-100	16	-16.24	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1780	1787	735	742
6721	6728	10665	10672	8	3937	0.92	10	-12.55	0.22	0.030765498252139256	-100	-100	18	-21.89	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1799	1806	1440	1447
6722	6728	9727	9733	7	2999	0.92	10	-10.75	0.23	0.04139480583834454	-100	-100	13	-13.17	0.24	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1800	1806	502	508
6723	6728	12678	12683	6	5950	0.96	10	-11.56	0.21	0.03239878240161964	-100	-100	15	-16.0	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1801	1806	146	151
6723	6729	13742	13748	7	7013	0.81	10	-11.45	0.23	0.023902119626120877	-100	-100	16	-17.27	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1801	1807	63	69
6723	6731	9758	9766	9	3027	0.96	10	-15.3	0.18	0.03470962859979909	-100	-100	21	-27.34	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1801	1809	533	541
6726	6732	14013	14019	7	7281	0.94	10	-11.28	0.18	0.017771078822919173	-100	-100	12	-15.08	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1804	1810	334	340
6727	6735	10691	10699	9	3956	0.86	10	-15.36	0.19	0.02614921584436447	-100	-100	23	-29.13	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1805	1813	1466	1474
6733	6739	10188	10194	7	3449	0.71	10	-11.07	0.21	0.011546587611207304	-100	-100	14	-13.84	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1811	1817	963	969
6733	6739	10366	10372	7	3627	0.74	10	-11.13	0.19	0.01473847966437325	-100	-100	16	-16.11	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1811	1817	1141	1147
6734	6741	13808	13815	8	7067	0.81	10	-15.92	0.2	0.042680800973081245	-100	-100	15	-20.66	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1812	1819	129	136
6740	6748	14253	14261	9	7505	0.82	10	-17.28	0.22	0.04155704050503095	-100	-100	19	-24.93	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1818	1826	574	582
6741	6746	13367	13372	6	6621	0.78	10	-10.8	0.22	0.018807637842684688	-100	-100	19	-17.28	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1819	1824	835	840
6741	6746	13708	13713	6	6962	0.74	10	-10.07	0.22	0.03202390223791396	-100	-100	11	-9.81	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1819	1824	29	34
6742	6748	12772	12778	7	6024	0.87	10	-13.65	0.21	0.04447189289155895	-100	-100	14	-19.07	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1820	1826	240	246
6743	6748	10590	10595	6	3842	0.82	10	-11.07	0.21	0.01526918877792438	-100	-100	15	-20.2	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1821	1826	1365	1370
6743	6748	14219	14224	6	7471	0.86	10	-10.07	0.22	0.0415376591370068	-100	-100	11	-10.97	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1821	1826	540	545
6750	6756	10704	10710	7	3948	0.79	10	-10.73	0.26	0.009934297925882074	-100	-100	18	-24.42	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1828	1834	1479	1485
6750	6759	13745	13754	10	6986	0.71	10	-14.67	0.2	0.02892747109461591	-100	-100	13	-19.36	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1828	1837	66	75
6756	6762	14521	14527	7	7759	0.77	10	-11.54	0.19	0.013872757276085723	-100	-100	11	-10.1	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1834	1840	842	848
6759	6766	12646	12653	8	5880	0.84	10	-10.02	0.18	0.03256916850159719	-100	-100	16	-15.4	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1837	1844	114	121
6769	6776	13746	13753	8	6970	0.67	10	-12.48	0.18	0.014617230660687874	-100	-100	17	-22.48	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1847	1854	67	74
6799	6804	13161	13166	6	6357	0.73	10	-15.36	0.2	0.03630302144480191	-100	-100	13	-18.49	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1877	1882	629	634
6799	6805	13118	13124	7	6313	0.75	10	-15.78	0.21	0.014360347396063733	-100	-100	17	-22.05	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1877	1883	586	592
6801	6805	13118	13122	5	6313	0.72	10	-11.54	0.22	0.04937777105244856	-100	-100	17	-21.66	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1879	1883	586	590
6807	6813	13229	13235	7	6416	0.83	10	-10.82	0.26	0.041990685228222135	-100	-100	14	-19.07	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1885	1891	697	703
6807	6816	9761	9770	10	2945	0.87	10	-15.0	0.18	0.04269712022289207	-100	-100	20	-27.92	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1885	1894	536	545
6807	6816	10157	10166	10	3341	0.79	10	-13.68	0.26	0.020762266399560136	-100	-100	16	-30.82	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1885	1894	932	941
6808	6813	14349	14354	6	7536	0.68	10	-11.34	0.19	0.020622995199230276	-100	-100	9	-10.59	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1886	1891	670	675
6809	6815	9472	9478	7	2657	0.88	10	-11.08	0.21	0.04238859332550171	-100	-100	13	-16.38	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1887	1893	247	253
6809	6815	12591	12597	7	5776	0.92	10	-11.26	0.19	0.0397321903139074	-100	-100	11	-15.25	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1887	1893	59	65
6810	6816	9781	9787	7	2965	0.79	10	-12.71	0.2	0.02114100841301636	-100	-100	15	-19.71	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1888	1894	556	562
6811	6817	12677	12683	7	5860	0.86	10	-12.76	0.21	0.03494316906900319	-100	-100	14	-18.43	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1889	1895	145	151
6821	6828	10701	10708	8	3873	0.69	10	-12.92	0.25	0.03259148160167824	-100	-100	16	-23.79	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1899	1906	1476	1483
6823	6831	13796	13804	9	6965	0.72	10	-15.42	0.21	0.03276222874309298	-100	-100	18	-26.44	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1901	1909	117	125
6824	6830	13849	13855	7	7019	0.79	10	-12.61	0.25	0.04287216791341242	-100	-100	16	-20.84	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1902	1908	170	176
6825	6830	9688	9693	6	2858	0.71	10	-11.3	0.22	0.03703156723925416	-100	-100	11	-14.45	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1903	1908	463	468
6825	6830	12880	12885	6	6050	0.75	10	-11.2	0.22	0.04688142698810549	-100	-100	13	-20.23	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1903	1908	348	353
6825	6831	10186	10192	7	3355	0.75	10	-11.69	0.26	0.03695507494400341	-100	-100	13	-19.04	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1903	1909	961	967
6826	6832	14341	14347	7	7509	0.78	10	-16.27	0.23	0.018965823561872153	-100	-100	16	-28.4	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1904	1910	662	668
6828	6834	14151	14157	7	7317	0.73	10	-10.95	0.23	0.031172720922193586	-100	-100	12	-14.29	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1906	1912	472	478
6829	6838	13381	13390	10	6543	0.6	10	-10.81	0.22	0.04992172218633861	-100	-100	17	-16.86	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1907	1916	849	858
6831	6838	13382	13389	8	6544	0.6	10	-10.39	0.23	0.04880359790099431	-100	-100	20	-12.82	0.24	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1909	1916	850	857
6831	6839	13743	13751	9	6904	0.65	10	-11.32	0.25	0.035702383329690335	-100	-100	21	-24.01	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1909	1917	64	72
6833	6841	12560	12568	9	5719	0.74	10	-14.17	0.24	0.04827813357540378	-100	-100	17	-19.92	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1911	1919	28	36
6834	6841	14148	14155	8	7307	0.7	10	-12.77	0.28	0.04890630729551815	-100	-100	12	-12.66	0.27	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1912	1919	469	476
6837	6844	12886	12893	8	6042	0.65	10	-14.9	0.22	0.03218690584173445	-100	-100	14	-25.01	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1915	1922	354	361
6838	6842	14165	14169	5	7323	0.78	10	-10.77	0.25	0.02836231017661106	-100	-100	11	-14.53	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1916	1920	486	490
6838	6844	13122	13128	7	6278	0.77	10	-13.71	0.19	0.01903920198664899	-100	-100	15	-20.17	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1916	1922	590	596
6838	6844	14502	14508	7	7658	0.77	10	-11.95	0.2	0.03002708826908751	-100	-100	14	-13.22	0.24	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1916	1922	823	829
6839	6847	9314	9322	9	2467	0.7	10	-15.03	0.23	0.04567915845699255	-100	-100	16	-19.92	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1917	1925	89	97
6840	6845	9306	9311	6	2461	0.7	10	-10.78	0.19	0.017191372950934758	-100	-100	11	-14.18	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1918	1923	81	86
6840	6846	9839	9845	7	2993	0.72	10	-11.19	0.21	0.02676939488503649	-100	-100	15	-15.29	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1918	1924	614	620
6840	6846	9983	9989	7	3137	0.74	10	-10.33	0.21	0.03239653871896375	-100	-100	11	-14.07	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1918	1924	758	764
6840	6846	10610	10616	7	3764	0.68	10	-10.87	0.19	0.034845804063966646	-100	-100	14	-14.12	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1918	1924	1385	1391
6841	6847	11669	11675	7	4822	0.7	10	-13.59	0.2	0.012213521281171147	-100	-100	10	-13.12	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP6	1919	1925	759	765
6845	6853	14520	14528	9	7667	0.72	10	-13.39	0.23	0.03187373724389997	-100	-100	14	-17.53	0.24	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1923	1931	841	849
6855	6860	10054	10059	6	3194	0.91	10	-11.43	0.2	0.022002022388553755	-100	-100	17	-17.8	0.24	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1933	1938	829	834
6866	6873	13171	13178	8	6298	0.81	10	-10.68	0.23	0.026257528427123034	-100	-100	19	-25.46	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1944	1951	639	646
6896	6901	9768	9773	6	2867	0.87	10	-11.91	0.16	0.008974020586676068	-100	-100	13	-16.43	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1974	1979	543	548
6896	6901	13193	13198	6	6292	0.9	10	-10.2	0.16	0.031651929112933685	-100	-100	11	-15.31	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1974	1979	661	666
6897	6901	9703	9707	5	2802	0.9	10	-10.03	0.17	0.009822139790298223	-100	-100	11	-10.31	0.17	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1975	1979	478	482
6899	6905	13165	13171	7	6260	0.8	10	-10.0	0.2	0.04235577721585604	-100	-100	16	-19.86	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1977	1983	633	639
6900	6905	9318	9323	6	2413	0.77	10	-12.11	0.2	0.029753978538861414	-100	-100	12	-16.4	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1978	1983	93	98
6900	6905	9645	9650	6	2740	0.83	10	-10.7	0.21	0.015253856151688727	-100	-100	14	-17.53	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1978	1983	420	425
6900	6905	14312	14317	6	7407	0.79	10	-10.61	0.21	0.03553501042770313	-100	-100	13	-18.66	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1978	1983	633	638
6901	6905	9318	9322	5	2413	0.76	10	-11.3	0.2	0.034020718618390844	-100	-100	12	-16.4	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1979	1983	93	97
6901	6906	14502	14507	6	7596	0.82	10	-10.53	0.18	0.027698112017617516	-100	-100	16	-15.13	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1979	1984	823	828
6902	6908	13363	13369	7	6455	0.78	10	-10.69	0.19	0.022395235462124075	-100	-100	16	-16.52	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1980	1986	831	837
6912	6916	14195	14199	5	7279	0.65	10	-10.14	0.22	0.03252318342251759	-100	-100	8	-12.69	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	1990	1994	516	520
6915	6922	10228	10235	8	3306	0.75	10	-14.71	0.19	0.021929943965781407	-100	-100	13	-20.58	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1993	2000	1003	1010
6915	6924	10283	10292	10	3359	0.78	10	-13.62	0.23	0.045862423979080136	-100	-100	20	-24.35	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1993	2002	1058	1067
6921	6925	10021	10025	5	3096	0.87	10	-11.17	0.17	0.024781806472985002	-100	-100	12	-12.74	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	1999	2003	796	800
6921	6925	13020	13024	5	6095	0.94	10	-10.69	0.16	0.020830407302344978	-100	-100	14	-17.78	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	1999	2003	488	492
6923	6929	14530	14536	7	7601	0.86	10	-11.59	0.19	0.013396075897213588	-100	-100	12	-17.36	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2001	2007	851	857
6939	6946	10441	10448	8	3495	0.82	10	-11.89	0.26	0.03968984262162556	-100	-100	14	-17.19	0.25	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	2017	2024	1216	1223
6940	6945	13124	13129	6	6179	0.85	10	-11.82	0.18	0.03550135066934179	-100	-100	16	-14.74	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	2018	2023	592	597
6940	6946	14164	14170	7	7218	0.81	10	-10.26	0.21	0.0442375813064968	-100	-100	12	-13.08	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2018	2024	485	491
6940	6947	10750	10757	8	3803	0.88	10	-11.96	0.22	0.018468921500207736	-100	-100	15	-17.52	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	2018	2025	1525	1532
6941	6947	10352	10358	7	3405	0.77	10	-11.2	0.25	0.03310188135336589	-100	-100	15	-13.54	0.22	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	2019	2025	1127	1133
6945	6953	13199	13207	9	6246	0.83	10	-14.32	0.28	0.028421194948071715	-100	-100	13	-20.27	0.24	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	2023	2031	667	675
6946	6954	9977	9985	9	3023	0.81	10	-12.67	0.27	0.01656740937455492	-100	-100	20	-21.43	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	2024	2032	752	760
6952	6958	14495	14501	7	7537	0.8	10	-10.26	0.19	0.03765293333707309	-100	-100	15	-20.29	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2030	2036	816	822
6960	6965	13450	13455	6	6485	0.8	10	-10.95	0.19	0.04423165916555072	-100	-100	19	-24.62	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	2038	2043	918	923
6960	6968	13828	13836	9	6860	0.7	10	-17.21	0.22	0.005432409486809786	-100	-100	18	-23.18	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2038	2046	149	157
6961	6968	14285	14292	8	7317	0.74	10	-11.15	0.2	0.03322139159364379	-100	-100	17	-17.62	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2039	2046	606	613
6970	6977	13730	13737	8	6753	0.76	10	-12.39	0.23	0.023336106200570694	-100	-100	20	-20.34	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2048	2055	51	58
6971	6975	14065	14069	5	7090	0.71	10	-10.06	0.22	0.04253414534878319	-100	-100	10	-13.67	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2049	2053	386	390
6971	6977	10642	10648	7	3665	0.62	10	-12.95	0.23	0.04161909781013973	-100	-100	16	-19.27	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	2049	2055	1417	1423
6971	6977	14202	14208	7	7225	0.73	10	-13.23	0.21	0.02066580863785028	-100	-100	13	-18.3	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2049	2055	523	529
6977	6984	13730	13737	8	6746	0.74	10	-12.76	0.2	0.039516286478200935	-100	-100	18	-18.46	0.23	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2055	2062	51	58
6978	6984	10642	10648	7	3658	0.6	10	-13.57	0.21	0.049120117257095974	-100	-100	18	-30.3	0.21	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP5	2056	2062	1417	1423
6978	6984	14202	14208	7	7218	0.71	10	-13.76	0.18	0.03995085488798933	-100	-100	9	-14.3	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2056	2062	523	529
6985	6992	14249	14256	8	7257	0.79	10	-11.59	0.21	0.03326720261317195	-100	-100	21	-27.49	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2063	2070	570	577
6986	6993	14414	14421	8	7421	0.79	10	-10.54	0.2	0.028401558454282938	-100	-100	17	-13.6	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2064	2071	735	742
6987	6994	13137	13144	8	6143	0.86	10	-11.32	0.22	0.026513797132661998	-100	-100	18	-24.1	0.18	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	2065	2072	605	612
6987	6997	12571	12581	11	5574	0.73	10	-20.48	0.18	0.015449393642170905	-100	-100	22	-29.51	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	2065	2075	39	49
6989	6997	12622	12630	9	5625	0.82	10	-18.14	0.18	0.0328832935285438	-100	-100	16	-24.56	0.19	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP7	2067	2075	90	98
6990	6997	13816	13823	8	6819	0.78	10	-15.76	0.18	0.03479588545674206	-100	-100	21	-34.85	0.2	NA	IAV_RNA-10_vRNP3	IAV_RNA-10_vRNP8	2068	2075	137	144
